# sent_id = CatOrig-B-02-1
# text = si ques homines sunt quos delectat populi Romani gesta discribere
1	si	lilaLemma:124676	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000001	O
2	ques	lilaLemma:121165	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000002	O
3	homines	lilaLemma:105624	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000003	O
4	sunt	lilaLemma:126689	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000004	O
5	quos	lilaLemma:121354	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000005	O
6	delectat	lilaLemma:98418	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000006	O
7	populi	lilaLemma:118463	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000007	O
8	Romani	lilaLemma:20302	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000008	O
9	gesta	lilaLemma:104536	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000009	O
10	discribere	lilaLemma:99651	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000010	O

# sent_id = CatOrig-B-02-2
# text = agrum quem Uolsci habuerunt campestris plerus Aboriginum fuit
1	agrum	lilaLemma:88060	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000011	O
2	quem	lilaLemma:121354	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000012	O
3	Uolsci	lilaLemma:25290	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000013	O
4	habuerunt	lilaLemma:105044	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000014	O
5	campestris	lilaLemma:2226	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000015	O
6	plerus	lilaLemma:118148	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000016	O
7	Aboriginum	lilaLemma:10248	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000017	O
8	fuit	lilaLemma:126689	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000018	O

# sent_id = CatOrig-B-02-3
# text = qui urbem nouam condet tauro et uacca aret ubi arauerit murum faciat ubi portam uult esse aratrum sustollat et portet et portam uocet
1	qui	lilaLemma:121354	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000019	O
2	urbem	lilaLemma:130822	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000020	O
3	nouam	lilaLemma:113900	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000021	O
4	condet	lilaLemma:95677	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000022	O
5	tauro	lilaLemma:127690	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000023	O
6	et	lilaLemma:101542	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000024	O
7	uacca	lilaLemma:129458	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000025	O
8	aret	lilaLemma:90045	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000026	O
9	ubi	lilaLemma:129639	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000027	O
10	arauerit	lilaLemma:90045	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000028	O
11	murum	lilaLemma:113105	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000029	O
12	faciat	lilaLemma:102758	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000030	O
13	ubi	lilaLemma:129639	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000031	O
14	portam	lilaLemma:118508	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000032	O
15	uult	lilaLemma:130745	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000033	O
16	esse	lilaLemma:126689	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000034	O
17	aratrum	lilaLemma:89766	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000035	O
18	sustollat	lilaLemma:127148	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000036	O
19	et	lilaLemma:101542	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000037	O
20	portet	lilaLemma:118540	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000038	O
21	et	lilaLemma:101542	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000039	O
22	portam	lilaLemma:118508	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000040	O
23	uocet	lilaLemma:130729	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000041	O

# sent_id = CatOrig-B-02-4
# text = eodem conuenae complures ex agro accessitauere
1	eodem	lilaIpoLemma:24310	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000042	O
2	conuenae	lilaLemma:96423	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000043	O
3	complures	lilaLemma:95359	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000044	O
4	ex	lilaLemma:101716	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000045	O
5	agro	lilaLemma:88060	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000046	O
6	accessitauere	lilaLemma:87110	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000047	O

# sent_id = CatOrig-B-02-5
# text = eo res eorum auxit
1	eo	lilaLemma:109083	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000048	O
2	res	lilaLemma:121868	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000049	O
3	eorum	lilaLemma:109083	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000050	O
4	auxit	lilaLemma:90673	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000051	O

# sent_id = CatOrig-B-02-6
# text = Antemna ueterior est quam Roma
1	Antemna	lilaLemma:18977	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000052	O
2	ueterior	lilaLemma:130070	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000053	O
3	est	lilaLemma:126689	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000054	O
4	quam	lilaIpoLemma:110471	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000055	O
5	Roma	lilaLemma:20293	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000056	O

# sent_id = CatOrig-B-02-7
# text = propter id bellum coepit
1	propter	lilaLemma:119992	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000057	O
2	id	lilaLemma:109083	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000058	O
3	bellum	lilaLemma:91461	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000059	O
4	coepit	lilaLemma:94695	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000060	O

# sent_id = CatOrig-B-02-8
# text = Cloelius praetor Albanus oratores misit Romam cum
1	Cloelius	lilaLemma:3444	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000061	O
2	praetor	lilaLemma:119325	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000062	O
3	Albanus	lilaLemma:9913	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000063	B-GRP
4	oratores	lilaLemma:115185	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000064	O
5	misit	lilaLemma:112499	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000065	O
6	Romam	lilaLemma:20293	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/CatoCato%20Origines/Cato_CatoOrigines_CatOrig.BPN_t_0000066	B-LOC
