# sent_id = LucrDRN3-H-00-550
# text = e tenebris tantis tam clarum extollere lumen qui primus potuisti inlustrans commoda uitae te sequor o Graiae gentis decus inque tuis nunc ficta pedum pono pressis uestigia signis non ita certandi cupidus quam propter amorem quod te imitari aueo quid enim contendat hirundo cygnis aut quidnam tremulis facere artubus haedi consimile in cursu possint et fortis equi uis
1	e	lilaLemma:101716	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/LucretiusDe%20Rerum%20Natura/Lucretius_DeRerumNatura_LucrDRN3.BPN_t_0000001	O
2	tenebris	lilaLemma:127807	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/LucretiusDe%20Rerum%20Natura/Lucretius_DeRerumNatura_LucrDRN3.BPN_t_0000002	O
3	tantis	lilaLemma:127630	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/LucretiusDe%20Rerum%20Natura/Lucretius_DeRerumNatura_LucrDRN3.BPN_t_0000003	O
4	tam	lilaLemma:127600	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/LucretiusDe%20Rerum%20Natura/Lucretius_DeRerumNatura_LucrDRN3.BPN_t_0000004	O
5	clarum	lilaLemma:94439	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/LucretiusDe%20Rerum%20Natura/Lucretius_DeRerumNatura_LucrDRN3.BPN_t_0000005	O
6	extollere	lilaLemma:102437	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/LucretiusDe%20Rerum%20Natura/Lucretius_DeRerumNatura_LucrDRN3.BPN_t_0000006	O
7	lumen	lilaLemma:110960	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/LucretiusDe%20Rerum%20Natura/Lucretius_DeRerumNatura_LucrDRN3.BPN_t_0000007	O
8	qui	lilaLemma:121354	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/LucretiusDe%20Rerum%20Natura/Lucretius_DeRerumNatura_LucrDRN3.BPN_t_0000008	O
9	primus	lilaLemma:119498	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/LucretiusDe%20Rerum%20Natura/Lucretius_DeRerumNatura_LucrDRN3.BPN_t_0000009	O
10	potuisti	lilaLemma:118569	TokenURI=http://lila-erc.eu/data/corpora/Lasla/id/corpus/LucretiusDe%20Rerum%20Natura/Lucretius_DeRerumNatura_LucrDRN3.BPN_t_0000010	O
